date,sales,year,month,month_name,monthly_avg_sales,is_holiday_season,predicted_sales,lower_bound,upper_bound
2014-02-08,54.0,2014.0,2.0,Feb,77.61538461538461,0.0,108.13523339859938,18.67319676387052,200.09021613178527
2014-02-09,55.0,2014.0,2.0,Feb,77.61538461538461,0.0,101.73748843666574,14.952796368932443,191.76929512282047
2014-02-12,8.0,2014.0,2.0,Feb,77.61538461538461,0.0,81.9441243391409,-4.513907876972247,176.03272338791913
2014-02-13,43.0,2014.0,2.0,Feb,77.61538461538461,0.0,75.51881780643019,-10.949842258114787,161.65115823203817
2014-02-14,107.0,2014.0,2.0,Feb,77.61538461538461,0.0,69.35957538887357,-11.404998647396768,159.78514581805481
2014-02-15,116.0,2014.0,2.0,Feb,77.61538461538461,0.0,63.5660487826784,-24.441811487532906,148.78950204505728
2014-02-16,87.0,2014.0,2.0,Feb,77.61538461538461,0.0,58.229710872285835,-30.962786861344885,150.85940631586567
2014-02-17,66.0,2014.0,2.0,Feb,77.61538461538461,0.0,53.432170752977974,-40.34765162546164,138.16279268644482
2014-02-18,44.0,2014.0,2.0,Feb,77.61538461538461,0.0,49.24370460281824,-34.774502762483735,136.0087625393045
2014-02-19,33.0,2014.0,2.0,Feb,77.61538461538461,0.0,45.72202912699151,-48.2869485805157,131.63439592433465
2014-02-20,13.0,2014.0,2.0,Feb,77.61538461538461,0.0,42.911339103961325,-45.31360095203009,132.9595792428407
2014-02-21,53.0,2014.0,2.0,Feb,77.61538461538461,0.0,40.84162501913627,-44.06296334430199,126.63623070779848
2014-02-22,72.0,2014.0,2.0,Feb,77.61538461538461,0.0,39.528280993971535,-53.30447888041174,121.80496426630518
2014-02-23,50.0,2014.0,2.0,Feb,77.61538461538461,0.0,38.97200732234114,-51.2440835337793,132.60504677319344
2014-02-24,15.0,2014.0,2.0,Feb,77.61538461538461,0.0,39.159006028775345,-53.82281033241514,133.0766672854813
2014-02-25,12.0,2014.0,2.0,Feb,77.61538461538461,0.0,40.061462079217236,-47.81429306174935,131.93280779135415
2014-02-26,71.0,2014.0,2.0,Feb,77.61538461538461,0.0,41.63829731392375,-55.511648170729615,136.34692068172757
2014-02-27,37.0,2014.0,2.0,Feb,77.61538461538461,0.0,43.8361789379254,-44.65293489140533,135.14007527273336
2014-02-28,83.0,2014.0,2.0,Feb,77.61538461538461,0.0,46.59075959257272,-42.49094140986151,130.6968003255311
2014-03-01,94.0,2014.0,3.0,Mar,73.6896551724138,0.0,49.828121727632464,-35.595704753962806,148.51845234322525
2014-03-02,59.0,2014.0,3.0,Mar,73.6896551724138,0.0,53.46639527270409,-42.65025942246232,143.3481346256831
2014-03-03,49.0,2014.0,3.0,Mar,73.6896551724138,0.0,57.417514531551646,-30.29607756950655,146.08065045296118
2014-03-05,65.0,2014.0,3.0,Mar,73.6896551724138,0.0,65.88627190912966,-23.28991729204503,152.40704754117542
2014-03-06,55.0,2014.0,3.0,Mar,73.6896551724138,0.0,70.21382178106653,-17.286410917171896,162.81168895914905
2014-03-07,77.0,2014.0,3.0,Mar,73.6896551724138,0.0,74.47792742731107,-20.68052057012712,164.81565309792947
2014-03-08,122.0,2014.0,3.0,Mar,73.6896551724138,0.0,78.58814820495681,-8.284641598972081,171.77978849914768
2014-03-09,83.0,2014.0,3.0,Mar,73.6896551724138,0.0,82.45919841790727,-2.615319089826934,172.0589658795372
2014-03-10,75.0,2014.0,3.0,Mar,73.6896551724138,0.0,86.01261857437788,5.141703662236285,174.06786923046957
2014-03-11,48.0,2014.0,3.0,Mar,73.6896551724138,0.0,89.17829015376503,8.113955548183226,178.0655207071372
2014-03-12,45.0,2014.0,3.0,Mar,73.6896551724138,0.0,91.89576483550769,0.4931092483710674,181.192424429641
2014-03-13,78.0,2014.0,3.0,Mar,73.6896551724138,0.0,94.11538304020169,9.838749058975251,180.71439434146964
2014-03-14,122.0,2014.0,3.0,Mar,73.6896551724138,0.0,95.79916095936944,8.01886927243193,186.8342697704516
2014-03-16,116.0,2014.0,3.0,Mar,73.6896551724138,0.0,97.46921718843129,3.8926360318206443,186.5013036259673
2014-03-17,48.0,2014.0,3.0,Mar,73.6896551724138,0.0,97.44236155940902,2.8594884985016584,186.11064480265287
2014-03-18,29.0,2014.0,3.0,Mar,73.6896551724138,0.0,96.85336423218368,9.124395405101986,186.30383694280698
2014-03-19,91.0,2014.0,3.0,Mar,73.6896551724138,0.0,95.72697839502933,8.626271264594878,186.95026952198185
2014-03-20,59.0,2014.0,3.0,Mar,73.6896551724138,0.0,94.09954798553903,3.203801730981658,179.56481732788714
2014-03-21,68.0,2014.0,3.0,Mar,73.6896551724138,0.0,92.01811011740078,4.64094569011567,179.77535804783093
2014-03-22,137.0,2014.0,3.0,Mar,73.6896551724138,0.0,89.53928060153997,-6.740510771224406,178.51223665343855
2014-03-23,56.0,2014.0,3.0,Mar,73.6896551724138,0.0,86.72794624011662,-0.5099359447188019,180.4443131979422
2014-03-24,13.0,2014.0,3.0,Mar,73.6896551724138,0.0,83.65579139115036,-4.378295333141,165.800234464236
2014-03-25,45.0,2014.0,3.0,Mar,73.6896551724138,0.0,80.3996895812431,-10.095401887384003,168.39545629901193
2014-03-26,25.0,2014.0,3.0,Mar,73.6896551724138,0.0,77.03999362166623,-13.647480348073945,165.69680319336555
2014-03-27,25.0,2014.0,3.0,Mar,73.6896551724138,0.0,73.65875970418122,-22.59813293429839,159.82085449432796
2014-03-28,174.0,2014.0,3.0,Mar,73.6896551724138,0.0,70.33794227719,-24.41645087496355,160.3683684445873
2014-03-29,138.0,2014.0,3.0,Mar,73.6896551724138,0.0,67.15759710207409,-19.995215819233003,152.55129068864085
2014-03-30,64.0,2014.0,3.0,Mar,73.6896551724138,0.0,64.1941297466329,-24.493393684943264,155.40506864375544
2014-03-31,77.0,2014.0,3.0,Mar,73.6896551724138,0.0,61.51862588866872,-25.788390419396666,151.80217613346824
2014-04-01,62.0,2014.0,4.0,Apr,66.33333333333333,0.0,59.195298188714155,-28.938566991408894,149.2977387309875
2014-04-02,119.0,2014.0,4.0,Apr,66.33333333333333,0.0,57.28008217396011,-33.81399387297874,142.40438566689545
2014-04-03,89.0,2014.0,4.0,Apr,66.33333333333333,0.0,55.81941059669441,-37.48362458312749,146.80604489488485
2014-04-04,133.0,2014.0,4.0,Apr,66.33333333333333,0.0,54.849192142701995,-39.72990620085902,142.81326638031564
2014-04-05,180.0,2014.0,4.0,Apr,66.33333333333333,0.0,54.39401623539633,-33.5096843551874,139.169828329064
2014-04-06,121.0,2014.0,4.0,Apr,66.33333333333333,0.0,54.46660108636335,-34.46473646210757,146.13970198526744
2014-04-07,72.0,2014.0,4.0,Apr,66.33333333333333,0.0,55.06749724202774,-41.01590735964327,148.4245321511814
2014-04-08,91.0,2014.0,4.0,Apr,66.33333333333333,0.0,56.18505320078245,-37.358414276823304,141.32744160801997
2014-04-09,53.0,2014.0,4.0,Apr,66.33333333333333,0.0,57.79564530275983,-31.864019548242975,139.16268435905403
2014-04-10,47.0,2014.0,4.0,Apr,66.33333333333333,0.0,59.864167186159996,-26.84766191803472,155.61931237863982
2014-04-11,42.0,2014.0,4.0,Apr,66.33333333333333,0.0,62.34476970541857,-34.62348850829916,154.60538895157046
2014-04-12,124.0,2014.0,4.0,Apr,66.33333333333333,0.0,65.18183648214675,-27.65072692380087,158.7996675151755
2014-04-13,97.0,2014.0,4.0,Apr,66.33333333333333,0.0,68.3111752943921,-17.86826745226046,148.4633944450956
2014-04-14,119.0,2014.0,4.0,Apr,66.33333333333333,0.0,71.66140084571653,-13.915398073402724,162.01932849585893
2014-04-15,34.0,2014.0,4.0,Apr,66.33333333333333,0.0,75.15548026523162,-14.791501122934532,170.07117966404135
2014-04-16,18.0,2014.0,4.0,Apr,66.33333333333333,0.0,78.7124090653882,-9.430186789014993,172.25888759527786
2014-04-17,24.0,2014.0,4.0,Apr,66.33333333333333,0.0,82.24898230830794,-13.919699746302689,173.51972402238215
2014-04-18,57.0,2014.0,4.0,Apr,66.33333333333333,0.0,85.6816234739373,1.7812400301990894,169.70525916737225
2014-04-19,61.0,2014.0,4.0,Apr,66.33333333333333,0.0,88.92823204140895,4.188895236589826,185.39953848561285
2014-04-20,30.0,2014.0,4.0,Apr,66.33333333333333,0.0,91.91001012788355,9.965179881303467,184.51072921973358
2014-04-21,96.0,2014.0,4.0,Apr,66.33333333333333,0.0,94.55322870201238,8.14284212768035,180.82597458535986
2014-04-22,0.0,2014.0,4.0,Apr,66.33333333333333,0.0,96.7908949078046,17.128150075417114,183.87065521140576
2014-04-23,37.0,2014.0,4.0,Apr,66.33333333333333,0.0,98.56428388832302,6.803995484270945,186.10096504672404
2014-04-24,30.0,2014.0,4.0,Apr,66.33333333333333,0.0,99.82430115576337,10.270182268680962,192.29272356542972
2014-04-25,38.0,2014.0,4.0,Apr,66.33333333333333,0.0,100.53264496948361,19.374400302444318,189.96052320686752
2014-04-26,88.0,2014.0,4.0,Apr,66.33333333333333,0.0,100.66274229002087,14.29508345172366,189.1128688985385
2014-04-27,64.0,2014.0,4.0,Apr,66.33333333333333,0.0,100.20043659421654,11.337057325778746,193.06184779204978
2014-04-28,13.0,2014.0,4.0,Apr,66.33333333333333,0.0,99.1444110690303,11.809553090040689,190.02512796247672
2014-04-29,20.0,2014.0,4.0,Apr,66.33333333333333,0.0,97.50633634028574,12.641446655887087,187.58679569483726
2014-04-30,31.0,2014.0,4.0,Apr,66.33333333333333,0.0,95.31073781858434,12.101629112910597,185.73290138949017
2014-05-01,129.0,2014.0,5.0,May,80.41935483870968,0.0,92.59458383009485,4.416750983500447,176.62454445868536
2014-05-02,94.0,2014.0,5.0,May,80.41935483870968,0.0,89.40660181293329,7.030190859158462,179.23610931830174
2014-05-03,129.0,2014.0,5.0,May,80.41935483870968,0.0,85.80633586364232,0.07868965346873545,168.20248157833564
2014-05-04,126.0,2014.0,5.0,May,80.41935483870968,0.0,81.86296467936857,-6.049645781273471,172.09654701560527
2014-05-05,70.0,2014.0,5.0,May,80.41935483870968,0.0,77.65390432758583,-8.606659310717012,170.09889369681196
2014-05-06,48.0,2014.0,5.0,May,80.41935483870968,0.0,73.26322516191796,-14.178813747649023,161.30678058526888
2014-05-07,123.0,2014.0,5.0,May,80.41935483870968,0.0,68.77991648634321,-20.185597711788837,160.15100039765187
2014-05-08,87.0,2014.0,5.0,May,80.41935483870968,0.0,64.29603606094591,-32.44116398169683,154.8231067726893
2014-05-09,65.0,2014.0,5.0,May,80.41935483870968,0.0,59.90478445626432,-29.75641450123638,150.9327539674544
2014-05-10,102.0,2014.0,5.0,May,80.41935483870968,0.0,55.698545923958264,-35.121149083645406,141.6465186198958
2014-05-11,78.0,2014.0,5.0,May,80.41935483870968,0.0,51.766938565618915,-36.11172325436365,144.33184026313168
2014-05-12,49.0,2014.0,5.0,May,80.41935483870968,0.0,48.194916512987184,-43.428962639826516,139.32453308627157
2014-05-13,0.0,2014.0,5.0,May,80.41935483870968,0.0,45.06096587507447,-36.97027117595553,129.8897470504821
2014-05-14,68.0,2014.0,5.0,May,80.41935483870968,0.0,42.43543429024776,-42.48638421889823,133.0607075101309
2014-05-15,102.0,2014.0,5.0,May,80.41935483870968,0.0,40.379031088544004,-46.27141363629675,129.60036105201436
2014-05-16,88.0,2014.0,5.0,May,80.41935483870968,0.0,38.94153138050536,-46.442828594675134,130.1290489930052
2014-05-17,170.0,2014.0,5.0,May,80.41935483870968,0.0,38.160712922439515,-48.17543449184824,122.44419415577686
2014-05-18,152.0,2014.0,5.0,May,80.41935483870968,0.0,38.06154946048249,-56.628061321479976,129.37581480711984
2014-05-19,90.0,2014.0,5.0,May,80.41935483870968,0.0,38.6556785426139,-54.050760092260376,129.83332826228053
2014-05-20,101.0,2014.0,5.0,May,80.41935483870968,0.0,39.94115563769534,-46.149778187387994,130.60761984774905
2014-05-21,71.0,2014.0,5.0,May,80.41935483870968,0.0,41.90249995361612,-49.67194870175398,134.45152771006335
2014-05-22,48.0,2014.0,5.0,May,80.41935483870968,0.0,44.51103075213377,-37.12726889210203,126.30041220132856
2014-05-23,40.0,2014.0,5.0,May,80.41935483870968,0.0,47.72548636943619,-45.53375594831132,136.2981451840492
2014-05-24,93.0,2014.0,5.0,May,80.41935483870968,0.0,51.492911723206575,-38.09177148163392,141.76486596345515
2014-05-25,45.0,2014.0,5.0,May,80.41935483870968,0.0,55.749793972059976,-33.687710763220814,143.39712686599736
2014-05-26,58.0,2014.0,5.0,May,80.41935483870968,0.0,60.42342033632772,-25.102161978124016,148.3499090194077
2014-05-27,53.0,2014.0,5.0,May,80.41935483870968,0.0,65.43342702781715,-23.599021610850066,150.39901418127752
2014-05-28,42.0,2014.0,5.0,May,80.41935483870968,0.0,70.69350389142218,-20.83042510921961,159.1900189434099
2014-05-29,52.0,2014.0,5.0,May,80.41935483870968,0.0,76.11321584037466,-14.95617170148894,161.1469795613933
2014-05-30,29.0,2014.0,5.0,May,80.41935483870968,0.0,81.59989955695897,-13.556700941742415,163.5960280425102
2014-05-31,91.0,2014.0,5.0,May,80.41935483870968,0.0,87.0605922955599,-2.638924222793993,173.0239896407843
2014-06-01,75.0,2014.0,6.0,Jun,87.63333333333334,0.0,92.40394900861497,3.3161525638181395,181.86899082959954
2014-06-02,75.0,2014.0,6.0,Jun,87.63333333333334,0.0,97.54210443566467,9.255421834106558,189.30178570921692
2014-06-03,179.0,2014.0,6.0,Jun,87.63333333333334,0.0,102.39243824272125,5.888833165761916,187.40993311996718
2014-06-04,252.0,2014.0,6.0,Jun,87.63333333333334,0.0,106.8792037426544,16.717357617551833,195.4325021770194
2014-06-05,202.0,2014.0,6.0,Jun,87.63333333333334,0.0,110.93498410762953,19.95068638450782,195.6705254094038
2014-06-06,161.0,2014.0,6.0,Jun,87.63333333333334,0.0,114.50782268012937,18.754757178436233,203.1101861306652
2014-06-07,331.0,2014.0,6.0,Jun,87.63333333333334,0.0,117.54460824618752,30.427243222621094,208.29272492756058
2014-06-08,271.0,2014.0,6.0,Jun,87.63333333333334,0.0,120.00947860422852,28.002608585919354,207.89497671442558
2014-06-09,146.0,2014.0,6.0,Jun,87.63333333333334,0.0,121.87844276771673,31.012842899029916,206.12761987038223
2014-06-10,2.0,2014.0,6.0,Jun,87.63333333333334,0.0,123.13960545378777,32.96735276796343,216.3603602785484
2014-06-11,2.0,2014.0,6.0,Jun,87.63333333333334,0.0,123.79311343535204,37.27254076373615,203.69687601865422
2014-06-12,0.0,2014.0,6.0,Jun,87.63333333333334,0.0,123.85082847596483,33.840977625915755,213.32023251097868
2014-06-13,0.0,2014.0,6.0,Jun,87.63333333333334,0.0,123.33573811176947,27.523719843986502,217.50993140630632
2014-06-14,0.0,2014.0,6.0,Jun,87.63333333333334,0.0,122.28112178630693,29.351674934040332,212.88932824401147
2014-06-15,13.0,2014.0,6.0,Jun,87.63333333333334,0.0,120.72949562881857,38.90037946337144,207.24646965031627
2014-06-16,30.0,2014.0,6.0,Jun,87.63333333333334,0.0,118.73136434942072,24.923752452703976,208.67661534915356
2014-06-17,34.0,2014.0,6.0,Jun,87.63333333333334,0.0,116.34381317849042,21.61460539121201,212.1580298709335
2014-06-18,8.0,2014.0,6.0,Jun,87.63333333333334,0.0,113.62897639137832,24.522870141896686,195.3105122178458
2014-06-19,67.0,2014.0,6.0,Jun,87.63333333333334,0.0,110.65242164457074,25.634363623042468,198.04274045663405
2014-06-20,41.0,2014.0,6.0,Jun,87.63333333333334,0.0,107.48149103983329,18.74135071261569,196.84869903095785
2014-06-21,89.0,2014.0,6.0,Jun,87.63333333333334,0.0,104.18364048870868,15.601256755199547,190.12003226676458
2014-06-22,49.0,2014.0,6.0,Jun,87.63333333333334,0.0,100.82481855663843,11.117959117830278,198.34482049959368
2014-06-23,62.0,2014.0,6.0,Jun,87.63333333333334,0.0,97.46792453686157,8.191863356422472,192.14108681646792
2014-06-24,81.0,2014.0,6.0,Jun,87.63333333333334,0.0,94.17138307868355,6.159175477609768,179.83055665784326
2014-06-25,42.0,2014.0,6.0,Jun,87.63333333333334,0.0,90.98786933754563,2.542640247374895,175.52851542657706
2014-06-26,63.0,2014.0,6.0,Jun,87.63333333333334,0.0,87.96321441401231,-6.866199638460851,180.96598933392153
2014-06-27,107.0,2014.0,6.0,Jun,87.63333333333334,0.0,85.1355159166868,-1.736316367465029,173.95128563011835
2014-06-28,83.0,2014.0,6.0,Jun,87.63333333333334,0.0,82.53447294897079,-0.9178468477225757,167.9537933239444
2014-06-29,102.0,2014.0,6.0,Jun,87.63333333333334,0.0,80.18095882649854,-4.285207344702387,170.0138551564196
2014-06-30,62.0,2014.0,6.0,Jun,87.63333333333334,0.0,78.08683853814485,-18.57468411855837,166.4281170047666
2014-07-01,29.0,2014.0,7.0,Jul,36.483870967741936,0.0,76.25503153227726,-15.661293653431462,166.37149373082656
2014-07-02,63.0,2014.0,7.0,Jul,36.483870967741936,0.0,74.67981401035263,-21.28264864007597,169.29638161881695
2014-07-03,97.0,2014.0,7.0,Jul,36.483870967741936,0.0,73.3473487070348,-11.516641650736293,170.94952909752791
2014-07-04,136.0,2014.0,7.0,Jul,36.483870967741936,0.0,72.23642429330962,-14.754054335425835,167.88015343655857
2014-07-05,335.0,2014.0,7.0,Jul,36.483870967741936,0.0,71.31938120579723,-16.37971055030775,162.54758102285535
2014-07-06,299.0,2014.0,7.0,Jul,36.483870967741936,0.0,70.60206708811106,-21.38336810219175,162.29995508044126
2014-07-07,5.0,2014.0,7.0,Jul,36.483870967741936,0.0,70.00843471775966,-16.495702121424543,152.79987795243744
2014-07-08,2.0,2014.0,7.0,Jul,36.483870967741936,0.0,69.49845824077524,-27.347081095954376,166.06388989959308
2014-07-09,9.0,2014.0,7.0,Jul,36.483870967741936,0.0,69.03062011268523,-27.149711788550544,152.46419530434343
2014-07-10,9.0,2014.0,7.0,Jul,36.483870967741936,0.0,68.56328603777222,-20.329796986905066,162.99226839791615
2014-07-11,0.0,2014.0,7.0,Jul,36.483870967741936,0.0,68.05605872423718,-25.455326193215477,154.90495807912865
2014-07-12,0.0,2014.0,7.0,Jul,36.483870967741936,0.0,67.4710732832413,-23.013940778931392,156.5710065468417
2014-07-13,0.0,2014.0,7.0,Jul,36.483870967741936,0.0,66.77419903574511,-22.02419767276971,152.958263937916
2014-07-14,0.0,2014.0,7.0,Jul,36.483870967741936,0.0,65.93611536314512,-25.59244411266169,154.8836998424391
2014-07-15,0.0,2014.0,7.0,Jul,36.483870967741936,0.0,64.93323296423345,-25.03230099850278,151.12672627146543
2014-07-16,0.0,2014.0,7.0,Jul,36.483870967741936,0.0,63.74843635951419,-22.198715722278028,150.8628899432251
2014-07-17,0.0,2014.0,7.0,Jul,36.483870967741936,0.0,62.371628589622674,-25.40955112385834,153.9110080959123
2014-07-18,0.0,2014.0,7.0,Jul,36.483870967741936,0.0,60.80006464804122,-29.433668912364908,154.2281402467349
2014-07-19,0.0,2014.0,7.0,Jul,36.483870967741936,0.0,59.038466115707465,-27.087495059037767,145.5322885582971
2014-07-20,0.0,2014.0,7.0,Jul,36.483870967741936,0.0,57.09891556462085,-33.834021965511226,143.01578031447974
2014-07-21,0.0,2014.0,7.0,Jul,36.483870967741936,0.0,55.00053540313802,-37.48751791192344,140.33265704192766
2014-07-22,2.0,2014.0,7.0,Jul,36.483870967741936,0.0,52.76896178065053,-35.300149297143705,141.07511193081044
2014-07-23,0.0,2014.0,7.0,Jul,36.483870967741936,0.0,50.43562979253074,-36.93818377338307,145.80850304198543
2014-07-24,0.0,2014.0,7.0,Jul,36.483870967741936,0.0,48.03689137456868,-33.32578888625525,134.95391226283104
2014-07-25,15.0,2014.0,7.0,Jul,36.483870967741936,0.0,45.61299181151301,-45.656925112213166,134.53174466518666
2014-07-26,9.0,2014.0,7.0,Jul,36.483870967741936,0.0,43.20693458224,-50.29158253594545,127.83781944588146
2014-07-27,13.0,2014.0,7.0,Jul,36.483870967741936,0.0,40.863267224990864,-48.70744394438466,124.05513381439329
2014-07-28,15.0,2014.0,7.0,Jul,36.483870967741936,0.0,38.62682294886762,-47.83134278228971,124.38235718086514
2014-07-29,26.0,2014.0,7.0,Jul,36.483870967741936,0.0,36.54145379016829,-51.757747990478954,123.11423972937853
2014-07-30,16.0,2014.0,7.0,Jul,36.483870967741936,0.0,34.648791186154895,-50.67900708518701,129.71220628874406
2014-07-31,51.0,2014.0,7.0,Jul,36.483870967741936,0.0,32.987068915930145,-53.642546506188786,127.27916852317658
2014-08-01,47.0,2014.0,8.0,Aug,48.4,0.0,31.59004146519751,-62.38671581990585,117.31405768564535
2014-08-02,56.0,2014.0,8.0,Aug,48.4,0.0,30.486028064274414,-58.05080892099428,115.28399341895187
2014-08-03,45.0,2014.0,8.0,Aug,48.4,0.0,29.69710900623523,-54.19869561697997,119.09333768244103
2014-08-04,40.0,2014.0,8.0,Aug,48.4,0.0,29.3056521184729,-58.48231508879219,123.22491509089275
2014-08-05,17.0,2014.0,8.0,Aug,48.4,0.0,29.252408430212363,-57.88387423429017,111.25679997215754
2014-08-06,103.0,2014.0,8.0,Aug,48.4,0.0,29.53774524291468,-60.1277862131705,123.38839069917859
2014-08-07,72.0,2014.0,8.0,Aug,48.4,0.0,30.154466217397704,-58.643973326009544,119.52342574154359
2014-08-08,56.0,2014.0,8.0,Aug,48.4,0.0,31.087996783994832,-59.91748053346205,121.42315370388866
2014-08-09,0.0,2014.0,8.0,Aug,48.4,0.0,32.31677342130623,-47.623436968445304,124.8130362844164
2014-08-10,1.0,2014.0,8.0,Aug,48.4,0.0,33.812825251287066,-56.18110018363888,120.2128930679362
2014-08-11,0.0,2014.0,8.0,Aug,48.4,0.0,35.54253099713705,-53.924326625679605,122.45657918105806
2014-08-12,0.0,2014.0,8.0,Aug,48.4,0.0,37.46752943566584,-50.27011863205397,130.82718868260903
2014-08-13,0.0,2014.0,8.0,Aug,48.4,0.0,39.54575718651043,-54.27466997666551,132.68700896123798
2014-08-14,0.0,2014.0,8.0,Aug,48.4,0.0,41.732584136313235,-46.08743937759957,129.22105924745065
2014-08-15,0.0,2014.0,8.0,Aug,48.4,0.0,43.98201409539888,-46.37607650489395,131.9348612532783
2014-08-16,0.0,2014.0,8.0,Aug,48.4,0.0,46.24791650497229,-50.44128912139548,133.94998986537578
2014-08-17,0.0,2014.0,8.0,Aug,48.4,0.0,48.485254202288274,-37.781036283380935,139.5118119850753
2014-08-18,0.0,2014.0,8.0,Aug,48.4,0.0,50.65127243398399,-40.36461296002083,140.31729481986707
2014-08-19,0.0,2014.0,8.0,Aug,48.4,0.0,52.706615478467036,-45.33066867786588,138.38683074808185
2014-08-20,68.0,2014.0,8.0,Aug,48.4,0.0,54.616339363409494,-30.511472991717888,149.38417219739816
2014-08-21,169.0,2014.0,8.0,Aug,48.4,0.0,56.35079218603258,-34.93927025124395,146.29081014934656
2014-08-22,213.0,2014.0,8.0,Aug,48.4,0.0,57.886337374829246,-29.417596522222194,152.80683958106707
2014-08-23,338.0,2014.0,8.0,Aug,48.4,0.0,59.20589976666467,-36.40551262772626,148.52224982902564
2014-08-24,129.0,2014.0,8.0,Aug,48.4,0.0,60.29931948216458,-31.07406752995976,145.630085648829
